id,age,visits,totalspend
1021,17,2,38.68
5614,32,5,183.83
7137,55,5,276.28
7337,34,7,239.31
4562,27,6,139.84
7507,16,2,35.33
5532,31,6,241.45
4085,29,5,143.76
3455,48,2,77.37
2159,62,3,139.5
3100,32,3,120.13
7860,41,7,309.31
1414,53,2,106.06
7142,33,6,144.45
7819,55,3,164.28
5484,30,2,78.96
1027,17,4,75.94
1331,67,1,51.89
2121,16,2,46.08
3086,45,3,131.03
7115,36,5,220.42
6756,32,5,162.78
6273,28,3,103.38
1408,64,1,45.07
6041,24,3,75.03
7714,24,3,95.84
6565,52,2,112.11
5772,53,2,105.81
1483,17,2,39.23
3315,22,7,183.81
4075,19,4,77.17
5367,64,1,39.26
5910,34,8,244.81
4981,19,4,84.54
2694,51,3,162.55
2609,17,4,70.61
1549,46,6,240.53
3949,33,3,110.15
1881,28,3,90.67
3696,29,6,172.48
2280,31,4,90.64
2261,46,3,121.52
4254,24,3,110.49
3656,16,4,93.76
2383,49,5,207.58
5655,19,4,81.08
3894,25,7,193.86
1659,41,3,121.45
4971,23,2,68.05
1586,57,4,218.63
4907,42,4,170.47
4630,53,4,213.31
5166,36,12,526.88
1081,49,2,76.48
2939,18,1,19.03
2876,34,2,73.83
2363,43,4,159.01
7303,59,3,161.73
7313,20,6,175.69
3359,36,10,325.57
7242,21,2,58.46
3015,44,7,302.48
3381,34,7,264.57
2178,66,1,44.97
3988,58,2,107.88
6121,17,7,135.42
1554,32,3,116.91
6318,46,2,80.62
1497,33,7,237.76
3996,26,5,145.53
5888,26,8,244.22
6344,18,1,19.49
2403,36,8,311.28
5770,36,4,157.82
7411,18,2,34.29
1565,18,4,82.11
4895,67,2,91.32
2155,37,8,361.57
4088,57,1,54.81
6293,44,6,235.91
3373,39,9,301.71
1450,26,7,243.83
3689,48,2,88.53
4195,37,6,192.02
5114,43,4,153.31
3330,26,8,230.78
4699,36,8,364.96
6829,31,5,170.9
3483,18,7,150.35
4576,18,2,39.56
2958,52,5,253.95
1338,31,3,102.13
3538,22,4,129.82
2052,36,5,184.32
3937,30,8,314.64
1145,19,2,42.38
5068,25,9,292.66
6584,23,4,123.09
7076,35,6,159.2
2564,19,3,51.82
3663,22,2,51.5
7195,36,3,115.3
4255,22,4,110.73
1975,61,2,89.11
1736,29,6,187.85
3635,34,7,228.13
7713,17,4,81.09
2400,28,4,121.72
5489,70,1,48.36
2401,35,3,96.61
4063,45,4,161.65
6466,34,5,174.83
5590,37,6,249.14
3622,37,7,224.59
2433,39,4,137.9
5000,38,10,518.28
4968,17,4,70.49
4283,25,6,188.24
7132,54,3,158.89
1441,30,10,308.24
1455,34,5,193.77
4332,27,8,267.22
7095,40,3,116.31
1774,55,2,110.87
6893,42,6,240.27
3004,34,6,154.92
2146,23,7,246.79
5402,50,4,229.54
7977,41,3,123.88
6880,24,10,295.58
5316,37,5,213.55
6641,30,7,284.02
4651,18,2,35.75
7042,20,4,128.53
6143,69,2,77.58
2890,26,5,154.13
1013,58,1,55.01
2468,17,3,63.14
4609,31,3,107.01
1243,18,2,40.01
6361,26,5,118.29
1159,36,4,157.05
7957,37,8,248.83
4145,33,10,352.24
6660,50,4,221.59
7278,38,8,225.9
3897,55,2,109.39
6336,52,2,111.23
1936,32,9,367.04
3808,31,6,240.8
1843,17,5,104.07
7832,33,5,162.95
6100,34,10,432.24
5050,37,8,238.15
6448,32,5,250.93
4054,21,4,125.28
5660,32,8,210.72
2994,30,7,217.25
1358,39,6,246.27
7391,24,6,185.97
4230,44,5,259.43
1883,49,3,128.2
4479,48,3,118.86
4772,35,5,213.04
4602,35,3,127.97
1529,33,8,312.19
4238,33,2,86.82
7486,22,6,146.29
1341,44,7,284.86
5214,17,6,127.71
5136,30,6,202.69
6899,35,9,347.66
6681,26,5,141.31
3060,29,7,201.19
3469,16,2,38.28
1792,30,7,283.65
3723,47,3,139.74
2686,23,2,58.59
6518,17,1,16.19
1609,21,1,35.04
4692,38,9,333.82
7940,36,5,237.84
6450,58,5,288.21
6848,50,2,115.71
2808,44,3,140.12
3991,56,3,173.67
7193,53,5,295.81
5528,17,3,61.48
1409,29,6,159.77
5751,38,10,393.6
5892,23,5,140.51
6174,38,4,152.16
5952,34,9,393.59
3621,19,2,44.17
3687,56,2,112.58
3943,18,3,66.11
6582,55,3,161.72
2892,30,6,225.66
1879,30,5,188.91
5600,57,2,111.67
7130,36,5,251.86
4452,25,4,106.11
4144,28,5,173.32
7934,75,2,85.66
2183,37,3,120.26
5291,39,8,275.84
6830,26,6,181.68
5627,30,7,303.07
3930,24,4,125.52
4104,34,6,175.74
3573,33,4,132.29
1998,17,4,84.54
4769,26,4,140.16
6730,34,7,173.05
7444,31,5,141.48
1509,35,8,383.15
2647,22,4,127.61
2084,32,5,161.32
6857,16,2,44.62
3724,24,3,93.52
6765,47,3,130.14
2900,39,5,155.8
7850,36,5,181.2
7396,44,2,78.42
2027,34,5,165.3
3363,36,9,389.64
3002,47,3,128.27
1122,27,4,123.98
1841,54,3,164.33
1909,40,3,119.49
7545,35,10,293.25
5596,49,4,194.03
5921,25,8,201
2163,26,6,216.08
4046,35,4,162
1676,37,9,377.14
1535,30,7,264.15
3169,38,6,221.15
6226,26,6,177.78
5595,30,3,78.74
6755,40,3,120.59
5581,20,4,113.02
3839,25,2,66.1
2841,26,3,86.69
6771,31,6,256.61
3270,26,3,83.47
6417,22,5,157.51
3164,43,4,165.36
6140,33,4,156.59
3683,39,9,298.55
6134,16,3,52.88
5339,32,11,588.7
4778,51,2,105.36
5409,35,8,302.41
5051,39,10,414.26
6819,25,2,61.68
5368,23,1,29.32
4040,35,7,226.19
4227,37,6,258.75
5616,28,5,151.18
6601,45,1,41.56
5930,20,3,115.31
6513,37,11,438.56
1129,19,2,38.86
3045,58,2,103.4
1567,23,3,79.74
7908,17,2,40.02
1784,18,6,112.76
1725,70,3,130.1
4061,33,3,94.15
5087,33,6,124.44
2769,24,3,78.33
7557,29,3,88.17
5309,35,5,174.25
6928,20,6,150.75
3904,21,3,102.79
7206,21,7,232.98
3552,47,3,128.6
6605,32,4,159.52
7319,18,3,59.58
5460,45,3,124.4
4527,38,6,256.05
4859,30,6,291.88
4807,20,6,169.28
5324,18,4,76.8
5555,18,2,38.53
4556,42,3,122.97
7763,45,5,205.85
5852,34,5,162.96
1741,27,8,242.56
5049,32,6,198.84
1051,16,6,118.03
2526,31,6,190.57
4009,23,1,27.64
7483,16,2,40.18
5317,28,6,172.39
7307,19,2,43.21
7359,76,4,189.38
4133,43,5,230.68
2246,53,6,331.52
6941,43,5,213.58
6875,38,6,206.7
5620,39,7,192.12
2723,25,4,125.3
6209,52,4,205.95
2055,19,2,47.58
2482,38,9,350.02
6066,33,6,213.49
3003,35,6,271.2
3572,36,7,246.7
1020,16,2,40.33
4206,51,2,110
1966,30,5,193.9
6210,54,2,104.5
5422,18,2,45.26
2013,27,6,185.43
3236,47,3,119.71
1556,32,5,221.27
6433,36,8,285.14
4709,32,8,318.37
6382,46,3,128.2
7929,35,6,177.23
5509,36,7,248.72
5176,44,3,120.78
6458,38,6,191.47
2064,25,6,172.62
4543,27,5,145.59
1008,59,3,169.15
1821,33,6,230.75
1911,37,6,188.06
6530,21,6,182.65
7088,49,5,224.13
6782,16,6,121.97
7782,68,3,133.05
2238,33,6,254.94
5592,58,2,109.68
5856,74,4,162.92
6611,31,6,219.36
5523,24,3,80.31
6856,31,4,153.8
5989,36,3,97.65
5593,36,5,199.45
1992,27,6,161.11
7290,36,4,147.12
7724,28,4,130.68
5077,39,4,188.81
5573,45,3,123.48
3609,33,7,232.6
5382,70,1,45.31
4951,23,1,28.88
4341,38,7,209.75
3985,22,3,88.41
3307,38,9,295.91
1753,21,4,130.69
6445,19,2,40.4
1261,32,5,180.98
3761,34,6,215.96
4418,37,6,233.82
7433,21,5,121.68
4954,39,5,145.33
4927,39,7,246.97
7690,28,3,85.81
5350,37,6,213.74
2530,53,1,53
6758,24,3,105.79
5470,22,7,180.72
4097,49,3,121.37
7373,26,4,109.89
4531,35,7,234.19
6328,32,7,258.05
2635,33,6,266.25
5215,30,2,71.98
5818,38,8,372.26
5381,20,7,178.6
1913,17,4,84.49
7609,28,5,167.5
5332,26,2,48.79
4583,18,1,21.35
7659,57,2,107.56
2732,32,2,72.79
7093,19,5,96.09
1770,30,6,195.53
5451,30,8,244.54
4833,38,5,169.33
6114,58,1,56.12
3645,44,5,260.07
3467,43,7,273.86
5784,24,4,114.9
5125,65,4,170.22
6929,59,4,222.09
7046,53,4,228.33
5674,19,7,134.57
4170,31,4,123.21
3319,39,9,324.95
4878,38,7,190.98
3091,43,6,231.08
4864,32,6,244.09
7194,33,7,260.06
5434,26,5,134.63
6412,43,2,83.16
3549,43,1,43.08
5354,49,5,210.39
2424,17,3,66.2
4516,34,8,255.08
7797,31,10,364.27
1311,26,2,50.66
2887,35,5,173.23
2806,41,5,194.92
5734,48,3,120.98
5664,36,8,276.81
4924,17,4,85.43
1972,46,4,164.15
5115,33,7,197.12
5030,39,6,200.44
6572,37,4,105.66
1603,36,6,193.7
7293,36,6,210.33
3669,34,6,257.43
5454,16,2,38.44
2005,41,6,235.55
1413,59,2,117.3
3218,18,2,42.46
1397,57,4,224.84
3162,50,4,207.39
3650,17,2,37.33
3866,33,7,175.81
7573,35,9,322.79
6008,30,3,97.39
3223,35,6,265.51
4966,28,10,324.11
2445,19,3,58.51
7166,26,9,299.21
2205,31,4,139.74
7472,39,3,92.84
1528,38,6,295.52
7635,39,5,192.73
4298,37,9,342.61
5924,17,3,52.1
1040,27,2,55.87
6499,39,10,254.63
3895,49,2,77.42
3090,16,4,79.21
2404,67,1,51.62
3759,33,5,208.61
7161,25,10,255.44
2631,40,5,227.98
6314,33,9,286.09
3061,32,7,245.46
6972,39,5,172.76
2351,17,5,95.84
7264,36,6,253.1
2912,18,3,58.15
6067,28,2,53.78
2936,25,5,152.49
6547,22,5,151.63
3073,40,3,118.53
3732,51,3,170.8
3058,56,4,232.86
2507,55,2,110.92
5719,37,5,177.47
4363,47,2,78.89
2128,30,6,187.62
6836,19,3,64.17
3392,39,12,411.58
7289,23,11,304.52
7173,31,6,219.82
3953,38,8,284.8
6825,52,1,56.72
2326,59,2,110.47
3436,37,9,284.11
1276,18,1,18.84
7342,58,4,217.57
2974,32,3,131.89
1680,67,1,43.88
4980,69,3,140.53
2405,35,4,167.46
6003,23,4,121.12
6228,78,1,47
3210,23,7,224.7
6411,23,5,129.49
7253,52,5,288.54
7275,41,2,80.75
7642,26,4,114.35
2684,36,5,208.95
5394,48,6,247.12
4277,31,8,313.02
7484,36,9,320.81
1286,36,8,322.77
7548,39,7,235.75
3993,30,6,220.82
2685,21,12,351.28
7497,74,1,49.1
6275,46,4,156.92
7568,47,3,126.97
7880,24,2,56.03
5435,30,11,428.78
7292,17,1,20.8
5827,31,9,275.89
5369,36,4,164.6
1123,27,6,185.75
7167,21,9,224.61
7604,52,4,223.94
4984,34,4,97.18
4534,29,5,151.05
4738,47,3,130.09
7990,39,4,154.41
5878,49,3,115.8
6154,46,4,162.9
5589,37,10,387.16
6754,33,6,216.1
5135,23,5,167.04
5623,41,3,119.95
4404,38,5,148.18
2223,23,1,36
7172,48,3,129.17
2984,58,3,168.77
7427,33,4,129.92
7744,71,4,191.41
3462,30,9,363.53
4629,44,5,193.6
2610,33,4,119.21
6943,23,4,110.07
7091,50,3,160.31
7858,49,6,247.2
2372,35,6,159.99
7792,38,5,139.06
6071,26,4,125.72
4235,37,8,297.88
6175,35,5,124.57
6127,21,7,220.01
4959,53,4,218.77
3801,48,4,167.71
4652,54,2,115.62
2036,35,6,222.39
6115,19,1,20.75
7354,36,8,295.94
6534,17,2,38.44
4825,28,7,192.08
4537,34,4,139.38
3583,39,8,282.53
5884,27,6,200.44
7455,38,8,267.56
6081,44,5,266.23
4753,22,4,146.55
5579,39,10,267.77
5177,49,3,124.45
5058,21,7,233.02
4022,59,3,166.38
6326,48,3,116.93
1401,22,5,136.72
7144,59,5,284.86
7268,34,13,382.12
3429,33,6,234.63
6631,19,2,36.49
1871,24,7,186.92
4121,28,7,184.54
6560,38,8,372.37
3772,49,3,117.61
1607,35,7,322.06
1352,32,4,174.29
1074,38,7,219.41
4811,16,4,74.75
7432,30,5,162.28
5879,21,5,170.45
2710,28,1,33.91
6101,29,5,148.95
3001,34,4,123.27
5411,28,3,93.62
3273,22,6,188.81
7523,35,3,124.21
1230,34,5,179.46
3691,21,3,86.78
2290,53,2,104.65
1454,18,2,43.26
7848,28,5,168.83
4664,27,5,132.32
2350,38,5,220.86
7002,30,4,151.11
1339,20,4,115.8
1989,27,5,169.57
2879,16,2,41.5
5665,37,8,237.73
2438,50,4,223.57
1619,30,6,241.18
2349,22,1,33.35
4937,21,7,204.5
1377,61,4,167.24
1022,29,4,122.43
3269,16,3,66.41
1132,38,4,138.56
2811,34,8,248.83
4359,34,6,190.28
3334,18,3,59.95
7760,49,3,122.48
3536,16,4,89
4028,25,6,210.04
2785,21,5,160.82
2951,24,9,284.52
7519,34,4,158.49
7539,39,5,163.61
2137,37,6,223.21
3952,47,3,131.9
6329,51,2,116.82
3818,29,9,275.41
2824,39,4,137.68
6881,35,9,251.11
4180,36,7,274
3184,67,1,33.52
7654,36,5,172.36
5190,38,6,245.27
5479,17,2,39.72
5957,33,7,238.88
5359,28,2,50.49
5908,34,7,219.61
4043,18,2,33.07
7755,54,4,211.12
2147,34,6,238.03
1118,23,3,94.43
5105,29,10,237.15
3968,38,4,128.69
5828,34,7,255.01
5906,23,5,147.7
6222,27,3,83.04
7493,51,2,108.23
2378,49,3,126.13
4073,33,5,157.08
1954,36,4,153.81
3547,30,5,192.24
4965,40,2,81.43
5981,19,3,63.44
4440,22,2,62.02
4451,36,4,162.67
6571,44,6,246.18
7658,28,4,123.31
1995,33,6,230.93
7629,40,6,268.32
7077,55,1,57.52
7728,22,2,64.41
1291,32,5,231.3
4172,17,3,58.01
5752,39,6,205.96
2355,30,8,334.82
4184,21,5,168.67
6776,36,5,224.34
7799,48,5,228.13
6552,54,4,219.15
4067,30,8,240.63
4669,58,1,58.7
4413,16,5,88.43
6843,35,8,265.9
4752,32,2,73.66
6637,16,3,58.98
3417,34,6,228.76
4655,39,6,164.37
5423,58,4,219.75
3468,59,2,112.37
7904,42,4,157.78
3240,22,4,129.64
6230,26,7,212.24
1696,39,6,225.91
3877,23,3,81.42
2920,24,4,108.44
4334,48,2,80.8
1566,56,3,150.22
5840,26,1,37.09
3747,27,4,119.38
5572,66,3,120.46
3048,39,7,229.32
7918,35,2,45.38
3543,36,5,173.84
2018,34,6,190.94
7281,38,6,240.1
7584,25,3,93.3
4330,61,4,189.3
5819,16,2,39
3628,28,4,113.59
5618,32,6,223.98
2161,39,5,192.21
5513,32,5,196.78
3731,32,7,260.84
1410,23,4,129.04
2711,23,5,131.49
2281,25,6,172.25
7057,51,3,169.48
5408,77,1,45.58
2589,39,6,199.21
2471,16,3,65.68
6366,24,5,140.24
2357,29,5,133.25
6430,66,1,46
1855,16,6,110.27
6883,41,5,192.78
7267,30,5,132.67
6465,75,2,90.95
4912,31,5,209.56
1016,49,4,194.69
5505,24,5,153.02
5488,33,6,220.23
7803,31,4,92.92
2837,53,3,162.54
1938,39,9,338.22
1873,27,7,224.8
6252,51,2,114.83
6186,51,2,106.33
6920,20,3,74.02
4896,25,2,59.88
3323,31,6,233.18
5059,39,6,242.81
5651,36,4,142.35
2386,30,11,386.02
1164,49,3,119.11
7585,44,7,308.39
6313,58,4,228.37
2859,39,5,218.85
5127,54,3,159.35
4468,28,4,118.68
5311,39,11,431.62
6731,30,7,250.95
5531,27,5,157.46
4869,32,9,364.82
7891,33,3,97.77
1369,46,1,46.24
7748,27,4,123.47
3639,42,7,268.29
1564,44,4,158.94
3492,42,4,160.4
1930,37,5,163.48
1065,64,2,80.65
3619,39,7,292.26
6031,18,2,43.46
7151,33,3,106.09
6118,35,5,173.58
7533,38,8,274.43
6072,21,4,125.73
1942,30,8,383.63
4038,44,4,162.69
7380,25,6,189.34
7314,68,3,141.22
5931,34,11,433.64
7734,39,5,153.51
4756,52,3,177.37
2297,18,5,110.92
1297,17,3,65.71
2259,46,5,216.49
5639,17,6,125.47
7326,26,7,200.57
5336,18,4,74.92
6177,39,2,60.82
1710,31,6,183.81
7162,61,2,85.28
6294,34,6,229.85
5769,34,7,243.01
7903,31,3,106.98
6163,42,2,77.73
6416,57,2,103.11
6086,28,7,242.89
3192,23,1,30.08
1950,37,9,349.5
2965,26,4,132.77
6550,70,1,49.5
6073,28,10,287.76
4766,30,3,112.76
4439,37,2,79.64
2522,35,4,134.05
5228,29,3,93.09
5461,16,3,57.95
1406,21,7,227.71
5720,26,7,208.06
1064,46,1,42.47
1238,39,12,465.14
5057,33,9,340.85
5755,67,3,116.96
4899,36,5,171.4
4224,27,4,113.02
2838,50,2,113.91
1422,26,8,235.25
6202,31,8,344.2
1449,24,9,207.73
3850,37,3,91.93
3012,29,6,185.36
4803,37,4,175.49
7043,32,6,227.98
6223,54,4,224.4
6047,28,5,162.34
1971,33,3,132.18
6781,56,2,108.97
3579,37,8,174.15
6844,22,3,78.21
1660,20,4,135.75
3525,48,1,45.51
3710,50,1,56.09
4717,26,4,137.17
3344,30,10,366.89
2039,34,7,168.54
1303,42,5,201.93
5144,36,5,196.86
4741,55,4,215.49
3452,38,6,215.46
5633,36,5,199.34
5171,63,3,146.07
2836,27,5,138.44
7992,46,4,159.17
6559,18,2,41.08
2619,31,4,155.48
1367,17,2,39.52
6399,54,4,207.37
4318,36,7,313.22
3787,65,2,80.74
5025,32,2,76.39
2906,56,4,225.24
3267,26,7,217.56
3750,45,4,168.18
2754,16,3,65.36
2913,46,4,164.11
7176,32,6,191.31
7837,27,6,158.94
7027,53,3,158.57
6785,20,9,285.2
2033,29,4,96.91
1220,57,2,103.66
5207,32,5,124.1
1876,38,5,163.86
1599,38,2,68.44
